epoch,accuracy,loss,val_accuracy,val_loss
0,0.5960937738418579,1.0265913009643555,0.6418269276618958,0.9150885343551636
1,0.6947916746139526,0.791610836982727,0.6947115659713745,0.7910695672035217
2,0.7578125,0.6485870480537415,0.6995192170143127,0.7589501738548279
3,0.8122395873069763,0.543684720993042,0.7259615659713745,0.7476708889007568
4,0.840624988079071,0.4614209830760956,0.7211538553237915,0.7512583136558533
5,0.8861979246139526,0.3652496933937073,0.7475961446762085,0.7420834302902222
6,0.9052083492279053,0.31714317202568054,0.7163461446762085,0.786433756351471
7,0.925000011920929,0.2712096571922302,0.7596153616905212,0.7313147783279419
8,0.9520833492279053,0.20182520151138306,0.7427884340286255,0.7684138417243958
9,0.9635416865348816,0.1660483032464981,0.754807710647583,0.7593171000480652
10,0.9697916507720947,0.15584751963615417,0.776442289352417,0.8009081482887268
11,0.9752604365348816,0.13469630479812622,0.7740384340286255,0.7752832174301147
12,0.9859374761581421,0.10692654550075531,0.7475961446762085,0.8494205474853516
13,0.9802083373069763,0.11654845625162125,0.7644230723381042,0.7848720550537109
14,0.9809895753860474,0.10690753161907196,0.7668269276618958,0.7716694474220276
15,0.9750000238418579,0.11635643988847733,0.78125,0.8489969968795776
16,0.9822916388511658,0.09712456166744232,0.7620192170143127,0.9776270389556885
17,0.9838541746139526,0.09607066214084625,0.7692307829856873,0.8693932294845581
18,0.9901041388511658,0.07675928622484207,0.7620192170143127,0.8434190154075623
19,0.9763020873069763,0.10556717216968536,0.7403846383094788,0.9583939909934998
20,0.9893229007720947,0.07951565086841583,0.7475961446762085,1.0046247243881226
21,0.9864583611488342,0.07512219250202179,0.754807710647583,0.8420347571372986
22,0.9903646111488342,0.06775344908237457,0.7475961446762085,1.0469958782196045
23,0.9739583134651184,0.11020059138536453,0.7403846383094788,1.0273799896240234
24,0.9807291626930237,0.09341572225093842,0.7572115659713745,0.984745442867279
25,0.9809895753860474,0.09285768866539001,0.75,0.908890426158905
26,0.991406261920929,0.06198530271649361,0.7668269276618958,1.0041286945343018
27,0.9942708611488342,0.05108213797211647,0.7644230723381042,0.9121578931808472
28,0.9908854365348816,0.05963614955544472,0.7355769276618958,1.0998156070709229
29,0.9781249761581421,0.09707069396972656,0.7620192170143127,1.0178048610687256
